iter	SMAPE	RMSE
103	17.16558506	42.25871715
104	17.12338499	42.21068951
105	17.09182037	42.17084624
106	17.04191302	42.07368423
107	16.98514016	42.03107164
108	16.95423174	41.99517008
109	16.90461776	41.89657394
110	16.87613492	41.86073611
111	16.83412574	41.80568727
112	16.78998275	41.72461716
113	16.7544356	41.68842821
114	16.71776841	41.65520912
115	16.69212632	41.62632733
116	16.67391765	41.60047925
117	16.63393096	41.51587618
118	16.58484776	41.42837716
119	16.55479511	41.39932582
120	16.52453475	41.36832681
121	16.49653303	41.34066307
122	16.4759642	41.31244104
123	16.43078677	41.23477529
124	16.41219495	41.20767267
125	16.39644186	41.18840058
126	16.354091	41.11384355
127	16.30200429	41.04185373
128	16.28841966	41.01949201
129	16.24114868	40.9613807
130	16.2152799	40.93691632
131	16.19104039	40.91433813
132	16.15405033	40.84929211
133	16.13454896	40.82205768
134	16.10107644	40.76330651
135	16.09265247	40.7477194
136	16.07922479	40.72981313
137	16.05280927	40.71038974
138	16.03195216	40.6906636
139	16.00251142	40.62755182
140	15.97531977	40.57232754
141	15.95450139	40.54923953
142	15.92677919	40.50545844
143	15.90236173	40.45428203
144	15.87241941	40.40177329
145	15.85907526	40.38687247
146	15.82527167	40.34168642
147	15.80752951	40.32465609
148	15.79249937	40.31028987
149	15.78393159	40.29860395
150	15.76704445	40.28186273
151	15.73895039	40.24958681
152	15.7234404	40.23811391
153	15.71194821	40.22599648
154	15.68756713	40.18380259
155	15.67908402	40.17289877
156	15.66370251	40.15997968
157	15.65072591	40.14699458
158	15.61477801	40.11099723
159	15.58193638	40.07672369
160	15.54630379	40.03518865
161	15.51824497	40.00925277
162	15.5049954	39.9985933
163	15.49071733	39.96991642
164	15.47895885	39.95801788
165	15.47434255	39.94389187
166	15.45468933	39.92450881
167	15.44483977	39.90795168
168	15.42443201	39.88717007
169	15.40938605	39.87325418
170	15.39968931	39.86035955
171	15.37275699	39.83126869
172	15.36280298	39.81976333
173	15.34735427	39.80228532
174	15.33322202	39.79334521
175	15.31783007	39.76071494
176	15.31241584	39.75415972
177	15.29559021	39.73197882
178	15.27159015	39.70547386
179	15.26049976	39.68580223
180	15.2539458	39.67504806
181	15.24487997	39.66684405
182	15.23050576	39.6352608
183	15.21761381	39.60894139
184	15.20493521	39.57971774
185	15.20180517	39.57388886
186	15.18489979	39.55641596
187	15.17267733	39.53143095
188	15.16298397	39.5213553
189	15.14317323	39.50241053
190	15.12404125	39.48292457
191	15.11555707	39.47344747
192	15.11013006	39.46614183
193	15.10266458	39.45777864
194	15.09862803	39.44971604
195	15.08695503	39.43166879
196	15.07859684	39.42345359
197	15.07022302	39.41469548
198	15.06099919	39.39522478
199	15.0502436	39.38052986
200	15.03946149	39.3674773
201	15.02912169	39.34282842
202	15.01938072	39.33390217
203	15.01297151	39.32699991
204	15.00321463	39.30679217
205	14.99337426	39.28724932
206	14.98913342	39.28047402
207	14.98043948	39.27003385
208	14.97609967	39.26008671
209	14.96892392	39.24540267
210	14.95968868	39.23591683
211	14.9540134	39.22818124
212	14.93888292	39.21435172
213	14.93100791	39.21053916
214	14.92321165	39.19731359
215	14.92101675	39.19348322
216	14.91230826	39.17310185
217	14.90723053	39.1667069
218	14.9015797	39.1589493
219	14.8887945	39.14228038
220	14.88351616	39.1323613
221	14.88058876	39.12775009
222	14.87309076	39.11207667
223	14.86803793	39.1059217
224	14.86208471	39.08971385
225	14.85762506	39.08364838
226	14.8513393	39.06835092
227	14.84778111	39.06328587
228	14.84193897	39.05680198
229	14.83571844	39.0461567
230	14.83127433	39.03805085
231	14.82308508	39.0219777
232	14.81842763	39.01181145
233	14.81203943	39.00486685
234	14.80722633	38.99922525
235	14.8006212	38.98637725
236	14.79407223	38.97103682
237	14.78707534	38.95806422
238	14.78143899	38.94218912
239	14.77411193	38.93388005
240	14.76967906	38.92802937
241	14.76041188	38.91631569
242	14.75588317	38.90912107
243	14.74903953	38.89981447
244	14.74087483	38.88870078
245	14.73508567	38.87708655
246	14.7309479	38.86639415
247	14.72921874	38.86309275
248	14.72425027	38.85456698
249	14.71621992	38.84668915
250	14.71132378	38.83798676
251	14.70482524	38.82920487
252	14.70026276	38.82220431
253	14.69208391	38.81320959
254	14.68962984	38.80763272
255	14.68667918	38.79542027
256	14.68334917	38.7905577
257	14.67963087	38.78138327
258	14.67393081	38.77392616
259	14.67104537	38.770302
260	14.66724241	38.76326433
261	14.66205208	38.75490543
262	14.65802748	38.75060191
263	14.65438663	38.74574548
264	14.64703171	38.73709921
265	14.64328075	38.72694732
266	14.64169624	38.72396878
267	14.63699448	38.71472888
268	14.63470594	38.71216794
269	14.63335116	38.70703428
270	14.62774999	38.69740312
271	14.62686126	38.69485759
272	14.62419777	38.68816118
273	14.62033601	38.67964335
274	14.61744101	38.67331659
275	14.61336081	38.66637297
276	14.60979841	38.66087024
277	14.60863154	38.65328897
278	14.60504498	38.64404946
279	14.60047221	38.63718497
280	14.59735464	38.62806839
281	14.59369899	38.61790435
282	14.59215565	38.61172057
283	14.59071084	38.6089331
284	14.58821922	38.60030838
285	14.58388815	38.59200106
286	14.57931274	38.58006325
287	14.57632003	38.56978547
288	14.57247256	38.56148271
289	14.56830518	38.5549823
290	14.56591748	38.55150414
291	14.56243548	38.54282575
292	14.56112969	38.53935579
293	14.55871997	38.5330172
294	14.5526367	38.52066482
295	14.55016958	38.51577632
296	14.54519657	38.50995532
297	14.54121238	38.50419515
298	14.53740869	38.49850201
299	14.53349752	38.49241443
300	14.53265123	38.48753711
301	14.53064308	38.47763533
302	14.52585044	38.4686243
303	14.52285223	38.46249465
304	14.52135923	38.45996118
305	14.51807777	38.45251932
306	14.51734446	38.44620472
307	14.51535226	38.44288276
308	14.51299117	38.43563524
309	14.50939019	38.43210291
310	14.50454238	38.42474878
311	14.50115044	38.419041
312	14.50041394	38.41506242
313	14.49879995	38.41157066
314	14.49757101	38.4031524
315	14.49400454	38.39857685
316	14.49287042	38.39516943
317	14.49074723	38.39111697
318	14.48814279	38.38666635
319	14.4844411	38.37804644
320	14.48170016	38.36853055
321	14.47986422	38.36026318
322	14.47691327	38.35290568
323	14.47550755	38.34896682
324	14.47425919	38.34680493
325	14.4717456	38.34165875
326	14.46887956	38.33562441
327	14.46795409	38.33166507
328	14.46511891	38.32501519
329	14.4622574	38.31844946
330	14.45940402	38.31188528
331	14.45808019	38.30783154
332	14.45703191	38.30386427
333	14.45412096	38.29919807
334	14.45164431	38.29356124
335	14.45010543	38.2898347
336	14.44803489	38.28462376
337	14.44848889	38.27950212
338	14.44723633	38.2737641
339	14.44329624	38.26808426
340	14.44047876	38.26166986
341	14.43968694	38.2562217
342	14.4373479	38.25152262
343	14.43298637	38.24363944
344	14.42987643	38.23866613
345	14.42892892	38.23655799
346	14.42618136	38.23023337
347	14.42375659	38.22310774
348	14.4212011	38.2171242
349	14.41695961	38.2088671
350	14.41484802	38.20457258
351	14.41458104	38.20096099
352	14.41091161	38.19508226
353	14.40712015	38.18756689
354	14.40501041	38.18262077
355	14.40055477	38.1774189
356	14.39812095	38.17376554
357	14.39605566	38.16725463
358	14.39574927	38.16161633
359	14.39377911	38.15769571
360	14.39127204	38.15388598
361	14.39080384	38.15125741
362	14.39031223	38.14519774
363	14.38770279	38.14138496
364	14.38740454	38.13600061
365	14.38683743	38.1323596
366	14.38375221	38.12584094
367	14.38210471	38.11978774
368	14.3801586	38.11598949
369	14.37961184	38.11257783
370	14.37715344	38.10876626
371	14.3753308	38.10284304
372	14.37515718	38.09807453
373	14.37461429	38.09482193
374	14.37177625	38.09108093
375	14.3685887	38.0872684
376	14.36512145	38.08053915
377	14.36232519	38.07589302
378	14.36193349	38.07093729
379	14.3607385	38.06608214
380	14.35964741	38.06156901
381	14.35781076	38.0571514
382	14.35596456	38.05267578
383	14.35521139	38.05079852
384	14.35504115	38.04781618
385	14.35282856	38.04326475
386	14.35115078	38.03911721
387	14.34907968	38.03547512
388	14.34857741	38.03242791
389	14.34575344	38.02880955
390	14.3429888	38.02474386
391	14.34270571	38.02197153
392	14.34159621	38.01404806
393	14.34083072	38.01084833
394	14.34056698	38.00850004
395	14.34005887	38.00560095
396	14.33778205	38.0015037
397	14.33694131	37.99738993
398	14.33605306	37.99458389
399	14.33463842	37.99136663
400	14.33423761	37.98894666
401	14.33282249	37.98492893
402	14.33264313	37.98223952
403	14.33123136	37.97929685
404	14.33018792	37.97549144
405	14.32854415	37.97176989
406	14.32728218	37.96806117
407	14.32678284	37.96530598
408	14.32458729	37.96206727
409	14.32387278	37.9595155
410	14.32156388	37.95477589
411	14.32099044	37.95201946
412	14.31848915	37.94784548
413	14.31790705	37.94113213
414	14.31486668	37.93753927
415	14.31224819	37.93153358
416	14.30982035	37.92673382
417	14.30878797	37.92335605
418	14.30655162	37.91970154
419	14.30467194	37.91515264
420	14.30317343	37.90817983
421	14.3010277	37.90064616
422	14.29859905	37.8971932
423	14.29630882	37.89328161
424	14.29585725	37.89139383
425	14.29402985	37.88826724
426	14.29160636	37.88497429
427	14.29008966	37.88111249
428	14.28791046	37.87745242
429	14.2867296	37.87104535
430	14.28465965	37.86760523
431	14.28444451	37.86514064
432	14.28389836	37.86350534
433	14.28263151	37.85988474
434	14.28216335	37.85642957
435	14.28025796	37.8527035
436	14.27857185	37.84961367
437	14.27732525	37.84611969
438	14.27485909	37.83878626
439	14.27376168	37.83657483
440	14.27181036	37.83323623
441	14.27058238	37.8307401
442	14.26969049	37.82493833
443	14.26900767	37.8223493
444	14.26816263	37.81953654
445	14.26778729	37.81680981
446	14.26738889	37.81250814
447	14.26694589	37.81015187
448	14.26588984	37.80793144
449	14.26267605	37.80150486
450	14.26190973	37.79607035
451	14.2605544	37.79282891
452	14.25865903	37.78970378
453	14.25620282	37.78660009
454	14.25585179	37.78341263
455	14.2542666	37.78035678
456	14.2540924	37.77704959
457	14.25358436	37.77551765
458	14.25212995	37.77263445
459	14.2510996	37.76967048
460	14.24883481	37.765628
461	14.24701224	37.76271067
462	14.24650861	37.76028363
463	14.2454251	37.75716832
464	14.24477179	37.75489285
465	14.24122075	37.74869179
466	14.23746977	37.74116574
467	14.23432012	37.73571618
468	14.23249573	37.73238155
469	14.22966299	37.72571166
470	14.22887816	37.72265033
471	14.22764759	37.71945685
472	14.22716455	37.71393482
473	14.22711756	37.71045362
474	14.22632434	37.70825352
475	14.22558273	37.70560071
476	14.22356637	37.70292151
477	14.2228857	37.7006659
478	14.2221333	37.69860603
479	14.22186323	37.6951841
480	14.22097413	37.69237334
481	14.21929489	37.68960658
482	14.21888335	37.68798041
483	14.21802312	37.68499497
484	14.21632859	37.68165739
485	14.21586743	37.68025882
486	14.21235008	37.67323571
487	14.2098337	37.66922765
488	14.20819665	37.66662485
489	14.20758094	37.66167308
490	14.20571211	37.6587177
491	14.20271489	37.65288037
492	14.20002198	37.64676247
493	14.19845449	37.64412028
494	14.19778093	37.64221905
495	14.19713744	37.64041159
496	14.1952758	37.63660183
497	14.19324952	37.63179145
498	14.19226218	37.62889651
499	14.19076211	37.62621596
500	14.18814481	37.61999975
501	14.18515092	37.6140212
502	14.18240905	37.60904021
503	14.18171022	37.60690392
504	14.17930127	37.60315891
505	14.17661641	37.59843605
506	14.17624242	37.59571086
507	14.17427202	37.59174475
508	14.17353691	37.58906188
509	14.17313275	37.58773851
510	14.17060071	37.58150836
511	14.17025786	37.58004813
512	14.16884344	37.577349
513	14.16826194	37.57545625
514	14.16605115	37.57089361
515	14.1659214	37.56887105
516	14.16546117	37.56405742
517	14.16205545	37.55755982
518	14.16161103	37.5529876
519	14.15942404	37.5490168
520	14.15652952	37.54433087
521	14.15459633	37.53990553
522	14.15390357	37.53558637
523	14.15118197	37.53018492
524	14.15062343	37.52832035
525	14.15022726	37.52708982
526	14.14967553	37.52539291
527	14.14879696	37.5227403
528	14.14608541	37.51747431
529	14.14537414	37.51506941
530	14.14557682	37.51333886
531	14.14178311	37.50642672
532	14.14044847	37.504391
533	14.13980112	37.50200446
534	14.13928544	37.50042058
535	14.13884878	37.49618546
536	14.13809886	37.49353497
537	14.13605921	37.49012234
538	14.13403164	37.48647577
539	14.13184618	37.48140105
540	14.13055821	37.47849365
541	14.12797236	37.47352934
542	14.12604309	37.47068704
543	14.12466981	37.46842513
544	14.12430733	37.46728126
545	14.12340179	37.46142876
546	14.12212504	37.45952169
547	14.11969529	37.45490099
548	14.11927295	37.45291016
549	14.11646152	37.44993252
550	14.11417772	37.44647895
551	14.11343751	37.44204674
552	14.11221382	37.44023974
553	14.108303	37.4345478
554	14.1062013	37.42973347
555	14.10392339	37.42669143
556	14.10350478	37.42303274
557	14.1017163	37.41831668
558	14.10139605	37.41607217
559	14.09969047	37.41161015
560	14.09802929	37.40841077
561	14.09639649	37.40546602
562	14.09563857	37.40333751
563	14.09530752	37.40224086
564	14.09362998	37.39910397
565	14.0906493	37.39432334
566	14.09033124	37.39326905
567	14.08996553	37.39074836
568	14.0877794	37.38749792
569	14.08522719	37.38309189
570	14.08450354	37.37908399
571	14.08401121	37.37764051
572	14.08328281	37.37565827
573	14.08141987	37.3724859
574	14.08107511	37.37142186
575	14.08000766	37.36725001
576	14.07841675	37.36430864
577	14.07578826	37.35974045
578	14.07615061	37.35842804
579	14.07371176	37.35417827
580	14.07209372	37.35119716
581	14.07056093	37.34710741
582	14.06655268	37.33943749
583	14.06581982	37.33666143
584	14.06458159	37.33297623
585	14.06284848	37.3256905
586	14.06089194	37.32131321
587	14.06015214	37.31729535
588	14.05968366	37.31581656
589	14.05763525	37.31077434
590	14.05596255	37.30388947
591	14.055079	37.30151751
592	14.0528335	37.29797434
593	14.05140884	37.29455744
594	14.05130655	37.29237715
595	14.0493949	37.28958118
596	14.04822219	37.28528363
597	14.04751345	37.28272811
598	14.04729761	37.28048609
599	14.04619013	37.27642737
600	14.04555206	37.27420177
601	14.04440459	37.2725517
602	14.04287652	37.26977801
603	14.04270774	37.26677094
604	14.04168883	37.26133394
605	14.03967153	37.25667372
606	14.03921249	37.25531277
607	14.03852857	37.25273468
608	14.03754126	37.2509328
609	14.03668214	37.24889129
610	14.03455444	37.24506568
611	14.03340675	37.24229305
612	14.03244943	37.23920354
613	14.03211281	37.23821242
614	14.0296281	37.23273921
615	14.02829249	37.23045559
616	14.02590065	37.22686646
617	14.02425949	37.22053523
618	14.02230593	37.21663856
619	14.02166939	37.2141748
620	14.02124454	37.210812
621	14.01980519	37.20821975
622	14.01930393	37.20697777
623	14.01880208	37.20337566
624	14.0184803	37.20245716
625	14.0168731	37.19966747
626	14.0162816	37.19763708
627	14.01462116	37.19556012
628	14.01427926	37.19435412
629	14.01385185	37.19164032
630	14.01294735	37.1899915
631	14.01186445	37.18848385
632	14.01018229	37.18573441
633	14.0091471	37.18354936
634	14.00821918	37.18144949
635	14.00656504	37.17917358
636	14.00665134	37.1766122
637	14.00577745	37.17345393
638	14.00498524	37.17093057
639	14.00075662	37.16430175
640	13.99963757	37.1620832
641	13.99877851	37.16014069
642	13.9985671	37.15909146
643	13.99777055	37.15731033
644	13.99617124	37.15470689
645	13.99450985	37.15094547
646	13.99395178	37.14944773
647	13.99363818	37.14676613
648	13.99117498	37.14149332
649	13.98796928	37.13547412
650	13.9858751	37.13267318
651	13.98520805	37.1292796
652	13.98502239	37.12687128
653	13.9843441	37.12470928
654	13.98369588	37.12274345
655	13.97983277	37.11576614
656	13.97703202	37.1104341
657	13.97550158	37.10757482
658	13.9725087	37.102064
659	13.97187221	37.09892864
660	13.9716677	37.097019
661	13.97062887	37.09337653
662	13.9696745	37.08862187
663	13.96817059	37.08640163
664	13.96783397	37.0839691
665	13.9652108	37.07935812
666	13.96489713	37.07779964
667	13.96431631	37.07502081
668	13.96403027	37.07417235
669	13.9627045	37.07174528
670	13.96117196	37.06944821
671	13.96047601	37.06766509
672	13.95863203	37.06485906
673	13.95490322	37.05791811
674	13.95132551	37.05141197
675	13.95105942	37.0505948
676	13.94807594	37.04386856
677	13.94781966	37.04141701
678	13.94701396	37.0400597
679	13.94494793	37.03664378
680	13.94450161	37.03474788
681	13.94241602	37.03003744
682	13.94180526	37.02848789
683	13.94033683	37.02510876
684	13.94018329	37.0241014
685	13.93746059	37.01940867
686	13.93724393	37.01638717
687	13.93519504	37.01204198
688	13.9338621	37.00943529
689	13.93101662	37.0056564
690	13.92842121	36.99988658
691	13.92664938	36.99550738
692	13.92631904	36.99365677
693	13.92498867	36.99119411
694	13.92470884	36.99029947
695	13.92356231	36.98816886
696	13.92148493	36.98429309
697	13.91971143	36.98164872
698	13.91735337	36.97582108
699	13.91658104	36.97453377
700	13.9151706	36.97272101
701	13.9150514	36.97178508
702	13.91465564	36.96922615
703	13.91371818	36.96676271
704	13.91181079	36.96401528
705	13.90965624	36.96092998
706	13.9079484	36.9568388
707	13.90570984	36.95329174
708	13.90380682	36.94866955
709	13.90286056	36.94607445
710	13.90024336	36.94166898
711	13.89898026	36.93922242
712	13.89569697	36.93194402
713	13.89224527	36.92699307
714	13.89115707	36.92355802
715	13.89012691	36.92068778
716	13.88466345	36.91209751
717	13.88487647	36.91121415
718	13.88371078	36.90891173
719	13.88365153	36.90736443
720	13.88221483	36.90575416
721	13.88127083	36.90284763
722	13.87974678	36.89932067
723	13.87919937	36.89772222
724	13.87844577	36.89653106
725	13.87518261	36.89116135
726	13.87496545	36.89046242
727	13.87484418	36.88869312
728	13.87392326	36.88591309
729	13.87331509	36.88407484
730	13.86983451	36.87827446
731	13.86784056	36.87393038
732	13.8672879	36.8721243
733	13.86639023	36.86946282
734	13.86525631	36.86627947
735	13.86339368	36.86259098
736	13.86243128	36.86069511
737	13.85966435	36.85649881
738	13.85878407	36.85373707
739	13.85820987	36.85126952
740	13.85698796	36.8461548
741	13.85690321	36.84419608
742	13.85674642	36.84225731
743	13.8562715	36.8408018
744	13.85281499	36.83512526
745	13.85150706	36.8332753
746	13.84955048	36.82975469
747	13.84754769	36.82583169
748	13.84732679	36.82514156
749	13.84423228	36.81836886
750	13.84101938	36.81293033
751	13.83998219	36.81010431
752	13.83935647	36.80812999
753	13.83822914	36.80635339
754	13.83696696	36.80466936
755	13.83645709	36.8031764
756	13.83522784	36.7998166
757	13.83401024	36.79820182
758	13.83344405	36.79657004
759	13.83193406	36.79363204
760	13.83116069	36.79123084
761	13.82981701	36.78785389
762	13.82945232	36.78681329
763	13.82852519	36.78541441
764	13.82827951	36.78345855
765	13.82693411	36.78137087
766	13.82391693	36.7762735
767	13.82356462	36.77489429
768	13.82269948	36.77241379
769	13.82228334	36.7701789
770	13.82179177	36.76872788
771	13.82066164	36.76651079
772	13.81936761	36.76348372
773	13.81872799	36.76143723
774	13.81751784	36.75952374
775	13.81696379	36.75853687
776	13.81670145	36.75774229
777	13.81523362	36.75341925
778	13.81219485	36.74727738
779	13.8113136	36.74462573
780	13.81095424	36.74362986
781	13.81021688	36.74146601
782	13.80895616	36.73986482
783	13.80755776	36.73579545
784	13.80663689	36.73407313
785	13.80653383	36.73173013
786	13.8059514	36.72915176
787	13.80489515	36.72700408
788	13.80436942	36.72609786
789	13.80193674	36.72112505
790	13.8016754	36.71984871
791	13.80081257	36.71729826
792	13.79970462	36.71582164
793	13.79839593	36.71196942
794	13.79824569	36.71032953
795	13.79535512	36.70616819
796	13.79442738	36.70479618
797	13.79097165	36.69911954
798	13.78966251	36.69654986
799	13.78595241	36.69086064
800	13.78251226	36.68553696
801	13.782073	36.68382896
802	13.77994075	36.67911705
803	13.77680121	36.67432478
804	13.7740234	36.66986609
805	13.77366058	36.66859572
806	13.7736797	36.6674788
807	13.77357192	36.66681807
808	13.77024163	36.66137161
809	13.76819912	36.65691542
810	13.76497114	36.65148179
811	13.76180486	36.64696318
812	13.76018278	36.64338131
813	13.75897214	36.64060093
814	13.75740636	36.63727259
815	13.75698467	36.63551421
816	13.75510672	36.63243969
817	13.75473413	36.63058512
818	13.75385772	36.62840377
819	13.75322335	36.62684352
820	13.75312836	36.62594143
821	13.75266079	36.62374534
822	13.75266147	36.62294372
823	13.75238962	36.62180225
824	13.75140211	36.62049944
825	13.75084534	36.61916039
826	13.75040181	36.61803508
827	13.74821931	36.61381564
828	13.74633468	36.61028268
829	13.7460901	36.60867488
830	13.74504414	36.60657802
831	13.7446786	36.60560348
832	13.74439323	36.60430958
833	13.74325988	36.60174099
834	13.74296331	36.59989957
835	13.74201841	36.59799496
836	13.74127323	36.59591928
837	13.7407663	36.59362852
838	13.74035324	36.59168329
839	13.74025063	36.59031922
840	13.73880564	36.5873092
841	13.73790066	36.58568695
842	13.73740137	36.58273573
843	13.73675349	36.5812978
844	13.73583688	36.57901524
845	13.73523913	36.57765155
846	13.7327452	36.57366098
847	13.73164395	36.57221436
848	13.73108127	36.57038345
849	13.73069318	36.56914007
850	13.73033207	36.56713781
851	13.72969332	36.5651401
852	13.72729141	36.56050947
853	13.72559183	36.55707484
854	13.72496098	36.55541904
855	13.72477998	36.55447161
856	13.72173545	36.54867282
857	13.72067681	36.54592258
858	13.71980447	36.54352315
859	13.71802554	36.54104587
860	13.71743471	36.53866069
861	13.71706982	36.53755369
862	13.71603969	36.53453857
863	13.71559443	36.5338153
864	13.7133733	36.52953545
865	13.71150569	36.52564602
866	13.7106557	36.52334965
867	13.71031401	36.52231601
868	13.70743807	36.51698049
869	13.70635984	36.5155858
870	13.70576534	36.51460333
871	13.70270284	36.5104383
872	13.70181375	36.5084151
873	13.70098993	36.50644191
874	13.7005278	36.50472662
875	13.6981515	36.50101419
876	13.69706275	36.498863
877	13.69530227	36.49497359
878	13.69444784	36.49305862
879	13.69168445	36.48760397
880	13.69078145	36.48639007
881	13.69073968	36.48391272
882	13.69031086	36.48323693
883	13.68948474	36.47986722
884	13.68768668	36.47630926
885	13.68701398	36.47505873
886	13.68607729	36.4723054
887	13.68572372	36.47074378
888	13.68290924	36.46683127
889	13.68187222	36.46453869
890	13.68088887	36.46239086
891	13.67932655	36.45946082
892	13.67757131	36.45662125
893	13.67562252	36.45318138
894	13.67310236	36.44875548
895	13.67281896	36.44717499
896	13.67098204	36.44345865
897	13.67051346	36.44137994
898	13.66865475	36.43781137
899	13.66849522	36.43704109
900	13.66605997	36.43282791
901	13.66344593	36.42764996
902	13.66283939	36.426477
903	13.66156289	36.42430361
904	13.66167194	36.42370125
905	13.66115824	36.42172437
906	13.6584433	36.41519409
907	13.65841456	36.41463621
908	13.65751695	36.41266512
909	13.65666331	36.4101079
910	13.65546438	36.40781391
911	13.65404032	36.40619286
912	13.65262875	36.40308577
913	13.65257406	36.40262507
914	13.65220387	36.40074474
915	13.64977479	36.39619621
916	13.64931644	36.39502673
917	13.64764047	36.39184709
918	13.64670567	36.39084097
919	13.64526996	36.38875672
920	13.64493229	36.38794199
921	13.6439773	36.38578601
922	13.64329163	36.38366627
923	13.64339012	36.38216192
924	13.64254248	36.37999542
925	13.64271886	36.37821194
926	13.64199722	36.37514643
927	13.64213082	36.37460133
928	13.64046377	36.3719215
929	13.63954283	36.37052599
930	13.63897918	36.36860828
931	13.63866836	36.36769421
932	13.63825318	36.36596617
933	13.63752223	36.36412319
934	13.635997	36.36050551
935	13.63570722	36.35904566
936	13.63459041	36.35594169
937	13.63266929	36.35201069
938	13.63010023	36.3484363
939	13.6284335	36.3452065
940	13.62741631	36.34389637
941	13.62685986	36.3426964
942	13.62582255	36.34066981
943	13.62532672	36.33938026
944	13.62508453	36.33819813
945	13.62391946	36.3363227
946	13.62280076	36.3345999
947	13.62148957	36.33218731
948	13.62048056	36.33103558
949	13.61972046	36.32919771
950	13.61968163	36.32847874
951	13.61889371	36.32648749
952	13.61702022	36.32303156
953	13.61648391	36.32186131
954	13.61404465	36.31706598
955	13.61217735	36.31281966
956	13.61185997	36.31178086
957	13.61043984	36.30980091
958	13.61013996	36.30905458
959	13.6072033	36.30411288
960	13.60683459	36.30317041
961	13.60625001	36.30141921
962	13.60518927	36.29762738
963	13.60409417	36.29442772
964	13.60347374	36.2928297
965	13.60242154	36.29132371
966	13.60015594	36.28796471
967	13.59943034	36.2866573
968	13.59805538	36.28425857
969	13.59769608	36.28284672
970	13.59552192	36.27797009
971	13.59495427	36.2763067
972	13.5913426	36.26901808
973	13.59128807	36.26759502
974	13.58904362	36.26343132
975	13.58860588	36.26221832
976	13.58663634	36.25743063
977	13.58426428	36.2524054
978	13.58314538	36.24965022
979	13.58308774	36.24915411
980	13.58253416	36.24771591
981	13.58191147	36.2456023
982	13.5818089	36.24466279
983	13.5811005	36.24344016
984	13.58065002	36.24264263
985	13.5788837	36.23830007
986	13.57907278	36.23695357
987	13.57735371	36.23283469
988	13.57441425	36.22828108
989	13.57309199	36.22530693
990	13.5709948	36.22141945
991	13.56802654	36.21553233
992	13.56712434	36.21343375
993	13.5636121	36.20539927
994	13.56164056	36.20191287
995	13.56075539	36.19956422
996	13.56003119	36.19781176
997	13.5599109	36.19667855
998	13.55802234	36.19338896
