iter	SMAPE	RMSE
999	13.55746077	36.1917918
1000	13.55643872	36.18835966
1001	13.55538394	36.18499163
1002	13.55558163	36.18336593
1003	13.55395497	36.17907045
1004	13.55344894	36.17772416
1005	13.5520265	36.17318344
1006	13.55118175	36.17199532
1007	13.55097677	36.1707719
1008	13.55007458	36.16698934
1009	13.54985619	36.16594727
1010	13.54742078	36.16013295
1011	13.54621942	36.15770365
1012	13.54568932	36.15627276
1013	13.54513168	36.15505981
1014	13.54279673	36.15060778
1015	13.54283741	36.14896043
1016	13.54188259	36.14639937
1017	13.54162152	36.14572564
1018	13.54086403	36.14349522
1019	13.53996137	36.14207974
1020	13.53849922	36.13979642
1021	13.53779308	36.13705667
1022	13.5373336	36.13551969
1023	13.53481807	36.13131429
1024	13.53150559	36.12571323
1025	13.53000056	36.12291837
1026	13.52768338	36.11745999
1027	13.52709942	36.11612354
1028	13.52643481	36.11450822
1029	13.5242646	36.11078183
1030	13.52138388	36.10555868
1031	13.51828697	36.09866964
1032	13.51787489	36.09696231
1033	13.51738825	36.09544925
1034	13.51636037	36.09324617
1035	13.51569924	36.09167013
1036	13.51545781	36.09079868
1037	13.5148288	36.08925608
1038	13.51474921	36.08838779
1039	13.51267727	36.0851574
1040	13.51244788	36.08411881
1041	13.51227922	36.08291363
1042	13.51070943	36.07827585
1043	13.50917706	36.07403816
1044	13.5068845	36.06870886
1045	13.50626282	36.06586223
1046	13.50508422	36.06332667
1047	13.50405994	36.06033106
1048	13.50045753	36.05409882
1049	13.49994963	36.05182615
1050	13.50013042	36.05108517
1051	13.4990519	36.04902968
1052	13.497553	36.04510784
1053	13.49528524	36.04154114
1054	13.49381891	36.03969641
1055	13.49315328	36.03719479
1056	13.49230021	36.03596138
1057	13.49173281	36.03413709
1058	13.49054783	36.03154577
1059	13.48990621	36.02997527
1060	13.48967506	36.02898865
1061	13.48878459	36.02663416
1062	13.48811826	36.02447782
1063	13.48489211	36.01731794
1064	13.483496	36.01470483
1065	13.48127377	36.01030926
1066	13.48099832	36.00933925
1067	13.48048569	36.00791312
1068	13.47868312	36.00532667
1069	13.47865931	36.00494749
1070	13.47500064	35.99882931
1071	13.47444004	35.99761952
1072	13.47409072	35.99654636
1073	13.47222681	35.9938951
1074	13.47188806	35.99221508
1075	13.46900414	35.98754829
1076	13.46800721	35.98553368
1077	13.46631371	35.98342166
1078	13.46439904	35.98036497
1079	13.46398841	35.97883307
1080	13.46134041	35.97398023
1081	13.46007347	35.9714308
1082	13.45878232	35.96928018
1083	13.45713005	35.96599302
1084	13.45687586	35.9652587
1085	13.45612446	35.96326591
1086	13.45302503	35.95655915
1087	13.45236394	35.95494821
1088	13.45219268	35.95423387
1089	13.45147794	35.95234502
1090	13.45116127	35.95155848
1091	13.44956051	35.94846553
1092	13.44945519	35.94786907
1093	13.44860706	35.9459546
1094	13.44745097	35.94283814
1095	13.44570367	35.93925406
1096	13.44446246	35.93542134
1097	13.44346481	35.93349441
1098	13.44257797	35.93132163
1099	13.44209304	35.92907586
1100	13.44174017	35.927652
1101	13.43890558	35.92137212
1102	13.43829491	35.91991792
1103	13.43773719	35.91862422
1104	13.43660192	35.91540586
1105	13.43637667	35.91447218
1106	13.43556755	35.91189343
1107	13.43241728	35.90664513
1108	13.43153542	35.90304879
1109	13.43146499	35.90225515
1110	13.43130504	35.90158767
1111	13.43086478	35.90069688
1112	13.43095729	35.89920093
1113	13.43058213	35.89717689
1114	13.43026488	35.8963048
1115	13.42804122	35.89297305
1116	13.42718028	35.88954536
1117	13.42637545	35.8884147
1118	13.42619153	35.8871595
1119	13.4256849	35.88590633
1120	13.42306795	35.88215666
1121	13.42153079	35.87921299
1122	13.42108159	35.87696824
1123	13.41854503	35.87329224
1124	13.41814652	35.87232987
1125	13.41543293	35.86717367
1126	13.41522018	35.86629865
1127	13.41488751	35.8654329
1128	13.41174684	35.85980971
1129	13.41030964	35.85673764
1130	13.40992058	35.85543189
1131	13.40896342	35.85341739
1132	13.40801681	35.85157511
1133	13.4069229	35.8495124
1134	13.40538403	35.84686034
1135	13.40351365	35.84448441
1136	13.40302967	35.8432073
1137	13.40213549	35.8410263
1138	13.40138489	35.83996945
1139	13.39881396	35.83434179
1140	13.39848882	35.83352546
1141	13.39714363	35.83071692
1142	13.39697145	35.82958916
1143	13.39660835	35.82870606
1144	13.39637128	35.82802926
1145	13.39536985	35.82587092
1146	13.39316893	35.82078021
1147	13.39206905	35.81755543
1148	13.38995169	35.81274463
1149	13.38847178	35.80898583
1150	13.38710876	35.80660218
1151	13.38663937	35.80459612
1152	13.38347673	35.79889274
1153	13.38271912	35.79682108
1154	13.38170982	35.79310241
1155	13.38102459	35.7923311
1156	13.38051085	35.78996192
1157	13.37998737	35.7889023
1158	13.3801537	35.78759949
1159	13.37999504	35.78687832
1160	13.37851747	35.78317672
1161	13.37807357	35.78203756
1162	13.37728227	35.78029709
1163	13.37515562	35.77718435
1164	13.37365219	35.77283464
1165	13.37247428	35.77046001
1166	13.37170819	35.76850313
1167	13.3711552	35.7677724
1168	13.37090104	35.76657629
1169	13.37016123	35.76469879
1170	13.36927529	35.76293155
1171	13.36947103	35.76227363
1172	13.36899723	35.76133949
1173	13.36883235	35.76066067
1174	13.36771532	35.75844212
1175	13.36667637	35.75642155
1176	13.36501403	35.75309653
1177	13.36494622	35.75233122
1178	13.36299721	35.74831286
1179	13.36195862	35.74527434
1180	13.36145918	35.74351776
1181	13.36057345	35.74219781
1182	13.36053676	35.74178327
1183	13.35853107	35.73901446
1184	13.3568185	35.73523249
1185	13.35384387	35.7303496
1186	13.35119784	35.72536161
1187	13.3497868	35.72333388
1188	13.3492191	35.72204661
1189	13.34958894	35.72123088
1190	13.34951337	35.7202573
1191	13.34903424	35.71777481
1192	13.34772888	35.714766
1193	13.34501709	35.71046158
1194	13.34170191	35.70543538
1195	13.34107772	35.70317101
1196	13.33830497	35.69804284
1197	13.33747829	35.69469759
1198	13.33657839	35.69300657
1199	13.33446483	35.68873328
1200	13.33359435	35.68704192
1201	13.33134644	35.68280869
1202	13.32880317	35.67831464
1203	13.32566818	35.67387079
1204	13.32301673	35.66885702
1205	13.32274251	35.66760479
1206	13.31896795	35.66160304
1207	13.31850731	35.66043847
1208	13.31795279	35.65904696
1209	13.31681249	35.6564329
1210	13.31606099	35.65333823
1211	13.31417021	35.64907238
1212	13.31349363	35.64812386
1213	13.31203381	35.64511348
1214	13.31184386	35.64449423
1215	13.31118059	35.64231879
1216	13.31033981	35.63960754
1217	13.31026953	35.63875377
1218	13.30926834	35.63612604
1219	13.3085018	35.63400347
1220	13.30711184	35.63064009
1221	13.30680967	35.62985141
1222	13.30467357	35.62588694
1223	13.30355764	35.62344105
1224	13.30090669	35.61888605
1225	13.29912869	35.6166211
1226	13.29817626	35.61494113
1227	13.29793277	35.61330767
1228	13.29509247	35.6087489
1229	13.29487995	35.60798883
1230	13.29355854	35.60583669
1231	13.29247484	35.60384016
1232	13.29188051	35.60216267
1233	13.29119284	35.59931033
1234	13.28989485	35.59621936
1235	13.2886446	35.59345953
1236	13.28859454	35.59282104
1237	13.28645535	35.5881067
1238	13.28558933	35.58636995
1239	13.28238445	35.58004177
1240	13.2796859	35.57544589
1241	13.27820359	35.57348477
1242	13.27690406	35.57154761
1243	13.2757171	35.56892436
1244	13.27510104	35.56752256
1245	13.27505355	35.56692213
1246	13.27108691	35.56051084
1247	13.27098286	35.55981814
1248	13.2703086	35.55786017
1249	13.26888223	35.55559073
1250	13.2660181	35.55080634
1251	13.26538967	35.54993129
1252	13.26156406	35.54393089
1253	13.26023434	35.54165862
1254	13.25861056	35.53848926
1255	13.25700639	35.53528554
1256	13.25523919	35.53168923
1257	13.25457785	35.53028254
1258	13.25415379	35.52892381
1259	13.2538641	35.52798817
1260	13.25191488	35.52391968
1261	13.25011861	35.52030137
1262	13.24975769	35.51888767
1263	13.24912229	35.51683507
1264	13.24843301	35.51538629
1265	13.24731422	35.51261924
1266	13.24615329	35.51041371
1267	13.24456417	35.50728944
1268	13.24210616	35.50229102
1269	13.24181271	35.50064806
1270	13.24100413	35.49926243
1271	13.23925884	35.49537402
1272	13.2389733	35.49352122
1273	13.23544432	35.48796568
1274	13.23437403	35.48544264
1275	13.23333746	35.4830706
1276	13.23260761	35.48137989
1277	13.2321235	35.48020915
1278	13.23157221	35.47873478
1279	13.23034546	35.47582227
1280	13.22969385	35.47445228
1281	13.22936358	35.47309756
1282	13.22591557	35.46784856
1283	13.22556549	35.46707536
1284	13.22524858	35.46594173
1285	13.22427719	35.46370964
1286	13.2236455	35.46242046
1287	13.22221052	35.46056223
1288	13.22209756	35.45991423
1289	13.22186197	35.45929184
1290	13.22113331	35.45771789
1291	13.22074133	35.45610432
1292	13.21889639	35.45248626
1293	13.21873327	35.45198928
1294	13.2187146	35.45018632
1295	13.21533748	35.44525603
1296	13.21517249	35.44426953
1297	13.2146554	35.44289735
1298	13.21408921	35.44140628
1299	13.2137213	35.44073516
1300	13.21332758	35.4394946
1301	13.21240512	35.43685175
1302	13.21162632	35.4353588
1303	13.21038648	35.43337134
1304	13.2102292	35.43243806
1305	13.20809039	35.42878903
1306	13.20730849	35.42699334
1307	13.20684282	35.42562935
1308	13.20659095	35.42494475
1309	13.2059975	35.42320845
1310	13.20264549	35.41785425
1311	13.20224093	35.41697412
1312	13.20164706	35.41577017
1313	13.19878639	35.41168618
1314	13.19799119	35.40976148
1315	13.1955682	35.40572752
1316	13.19519054	35.40468221
1317	13.19193213	35.40005713
1318	13.1911824	35.39862617
1319	13.18911944	35.3951157
1320	13.18827001	35.39361316
1321	13.18798512	35.3926518
1322	13.18782899	35.39210055
1323	13.18726448	35.39077658
1324	13.18713101	35.39024941
1325	13.18697909	35.38948407
1326	13.18578847	35.38745396
1327	13.18517764	35.38599664
1328	13.18455057	35.38351717
1329	13.18389632	35.38145118
1330	13.18357336	35.3804786
1331	13.18220851	35.37838519
1332	13.18028612	35.37590193
1333	13.17894636	35.37247412
1334	13.1783172	35.37057109
1335	13.17762883	35.36881082
1336	13.17578214	35.36576253
1337	13.17500481	35.36440269
1338	13.1742805	35.36237407
1339	13.17360857	35.36109815
1340	13.17203104	35.35896491
1341	13.1711415	35.35773982
1342	13.17080461	35.35685747
1343	13.16884588	35.35320106
1344	13.16862932	35.35219287
1345	13.16748928	35.35021722
1346	13.16692695	35.34728779
1347	13.16691816	35.34663433
1348	13.16618631	35.3446835
1349	13.16627752	35.34278068
1350	13.1632	35.33699459
1351	13.16290724	35.33636283
1352	13.16252891	35.33547709
1353	13.16196137	35.33419921
1354	13.16186727	35.33347285
1355	13.16154635	35.33284763
1356	13.16061946	35.32976825
1357	13.16023932	35.32921493
1358	13.15709422	35.3248734
1359	13.1563626	35.32303637
1360	13.1563433	35.32057053
1361	13.15530047	35.31919079
1362	13.15446557	35.31806788
1363	13.15450329	35.31576124
1364	13.15382947	35.3139572
1365	13.15305891	35.31223618
1366	13.1526249	35.31074996
1367	13.14967919	35.30588314
1368	13.14874547	35.30325043
1369	13.14833358	35.30236535
1370	13.14658503	35.29990382
1371	13.1452316	35.29725083
1372	13.1435306	35.29397181
1373	13.14262432	35.29109289
1374	13.14242792	35.29055966
1375	13.14243757	35.28965953
1376	13.14212903	35.28879553
1377	13.14157207	35.28733031
1378	13.13989494	35.28390657
1379	13.13626353	35.27852029
1380	13.13457394	35.27624151
1381	13.13303612	35.2736694
1382	13.1325003	35.27204837
1383	13.13193521	35.27053804
1384	13.13155887	35.26969399
1385	13.13115752	35.26795263
1386	13.13031685	35.26523756
1387	13.13004642	35.26352531
1388	13.12869079	35.26186444
1389	13.12849742	35.26135465
1390	13.12785172	35.26060075
1391	13.12604531	35.25790944
1392	13.12444585	35.25561305
1393	13.12455059	35.25350273
1394	13.12425568	35.25269833
1395	13.12390432	35.25211874
1396	13.12355522	35.25024612
1397	13.12177117	35.2467886
1398	13.11999098	35.24344101
1399	13.11956599	35.24228181
1400	13.11932778	35.24146713
1401	13.11913883	35.24097843
1402	13.11775033	35.23818577
1403	13.11731409	35.23685422
1404	13.11603434	35.23437684
1405	13.114319	35.23192873
1406	13.11330295	35.23003933
1407	13.11170144	35.22684287
1408	13.1090617	35.2229566
1409	13.10894215	35.22249843
1410	13.10648899	35.21783918
1411	13.105631	35.21527694
1412	13.10490279	35.21394489
1413	13.10353229	35.2117069
1414	13.10084597	35.20713865
1415	13.1002596	35.2062496
1416	13.09684209	35.20125669
1417	13.09634057	35.19917472
1418	13.09443695	35.19472309
1419	13.09433026	35.1942812
1420	13.09075084	35.18850553
1421	13.09073136	35.18780313
1422	13.09027352	35.18620288
1423	13.09012631	35.18570768
1424	13.08900956	35.18390381
1425	13.08739048	35.18212319
1426	13.0862193	35.17966042
1427	13.08452797	35.17685124
1428	13.08254735	35.17297104
1429	13.08117377	35.17025829
1430	13.08089583	35.16947306
1431	13.0807789	35.16905544
1432	13.0803661	35.16800293
1433	13.07948024	35.16614431
1434	13.07783365	35.16382849
1435	13.07588481	35.1602031
1436	13.07268113	35.15558462
1437	13.07209428	35.1538691
1438	13.07142993	35.15196906
1439	13.07100979	35.15087092
1440	13.07051982	35.15014962
1441	13.07001294	35.14841381
1442	13.0697516	35.14767742
1443	13.06959765	35.14679566
1444	13.06801828	35.14394112
1445	13.0673433	35.14246565
1446	13.06732735	35.14200558
1447	13.06735229	35.14121117
1448	13.06698495	35.14051761
1449	13.06710866	35.13992405
1450	13.06685348	35.13902888
1451	13.06637334	35.13734639
1452	13.06565998	35.13580402
1453	13.06546587	35.13498353
1454	13.06422352	35.13142614
1455	13.06374637	35.12969979
1456	13.06341421	35.12881753
1457	13.06324298	35.12756704
1458	13.06203232	35.12420995
1459	13.06049386	35.1213456
1460	13.05888473	35.11918805
1461	13.05884164	35.11866666
1462	13.05647147	35.11522164
1463	13.05316718	35.11099902
1464	13.05283482	35.10974915
1465	13.05166185	35.10658083
1466	13.05028925	35.10402466
1467	13.04955635	35.10272703
1468	13.04927726	35.10199253
1469	13.04898303	35.1012462
1470	13.04768282	35.09774376
1471	13.04678209	35.09639112
1472	13.04459493	35.09315132
1473	13.04392894	35.09151195
1474	13.04330108	35.08958323
1475	13.04267601	35.08866003
1476	13.0428045	35.08748766
1477	13.04111856	35.08431069
1478	13.04055703	35.08268554
1479	13.03850557	35.07883107
1480	13.03841208	35.07786097
1481	13.03653972	35.07417809
1482	13.03590671	35.07293589
1483	13.03458914	35.07033069
1484	13.03193017	35.06569161
1485	13.03180025	35.06502898
1486	13.03043953	35.0618548
1487	13.02901498	35.05890578
1488	13.02773304	35.05736922
1489	13.02600547	35.05446952
1490	13.02554271	35.05253145
1491	13.02521653	35.05135356
1492	13.02485566	35.0503997
1493	13.02299493	35.04674985
1494	13.0215693	35.04430367
1495	13.02104631	35.04346103
1496	13.02094658	35.04293281
1497	13.02096072	35.04219485
1498	13.02061743	35.04098011
1499	13.02031247	35.04024149
1500	13.02028385	35.03961482
1501	13.0199476	35.03840991
1502	13.01724617	35.03396824
1503	13.01528626	35.03057621
1504	13.01460745	35.02916281
1505	13.0142439	35.02791162
1506	13.01166259	35.02367289
1507	13.00915428	35.01949794
1508	13.00731226	35.01614162
1509	13.00728137	35.015544
1510	13.00695164	35.01488032
1511	13.00609808	35.01336344
1512	13.00563472	35.01176036
1513	13.00460805	35.00975175
1514	13.00284866	35.00637559
1515	13.00252471	35.00526655
1516	13.00002394	35.00066879
1517	12.99970779	34.99961707
1518	12.99847545	34.99686246
1519	12.99827623	34.99608541
1520	12.99799581	34.99465013
1521	12.9960058	34.99183302
1522	12.99543564	34.99035534
1523	12.9947491	34.98918538
1524	12.99449307	34.98861342
1525	12.99305979	34.98580512
1526	12.99296376	34.98541386
1527	12.99249352	34.98418775
1528	12.99185362	34.98263999
1529	12.99121401	34.98067437
1530	12.98937167	34.97786226
1531	12.98800159	34.9745939
1532	12.98739175	34.97356419
1533	12.98594791	34.97175491
1534	12.98521011	34.97028575
1535	12.98517401	34.9694084
1536	12.98406655	34.96766654
1537	12.98379141	34.96684127
1538	12.98285201	34.96526295
1539	12.98216169	34.96402986
1540	12.98072423	34.96171395
1541	12.980561	34.96099739
1542	12.97819566	34.95684243
1543	12.97763583	34.95499254
1544	12.97334208	34.94920871
1545	12.97292938	34.94826493
1546	12.96979921	34.94412267
1547	12.96866021	34.94135944
1548	12.96832811	34.94018396
1549	12.96748757	34.93870496
1550	12.96584521	34.93526196
1551	12.96387289	34.93252554
1552	12.96361237	34.9316352
1553	12.96187744	34.92812583
1554	12.96038728	34.92610438
1555	12.96015696	34.92554125
1556	12.95950527	34.9237418
1557	12.95897876	34.92270053
1558	12.95870853	34.9220023
1559	12.95839541	34.92003664
1560	12.95810444	34.91904424
1561	12.95624603	34.9155431
1562	12.95588519	34.91470455
1563	12.95483279	34.91335138
1564	12.95461051	34.91225176
1565	12.95299959	34.9090784
1566	12.9512794	34.90549918
1567	12.94972225	34.90300472
1568	12.9475652	34.90001461
1569	12.94578509	34.89744936
1570	12.94473823	34.89490042
1571	12.9442406	34.89273035
1572	12.94374	34.89121246
1573	12.94163433	34.8867249
1574	12.9383626	34.88269723
1575	12.93598147	34.87812288
1576	12.93542841	34.87672271
1577	12.93420761	34.87533137
1578	12.93316631	34.87228344
1579	12.93257841	34.87093956
1580	12.9299576	34.86595921
1581	12.92708826	34.86249941
1582	12.92578009	34.86060949
1583	12.92418602	34.85648616
1584	12.92361839	34.85471287
1585	12.9225905	34.85274628
1586	12.92201706	34.8503437
1587	12.92119249	34.84898123
1588	12.9199856	34.84569202
1589	12.91940493	34.84447998
1590	12.91813029	34.84268143
1591	12.91747387	34.8400274
1592	12.91751044	34.83884563
1593	12.91682858	34.83748602
1594	12.9154174	34.83520086
1595	12.91468487	34.83300348
1596	12.91412711	34.83189399
1597	12.9141212	34.83093178
1598	12.91387053	34.82917656
1599	12.9115726	34.82487011
1600	12.91132899	34.82375445
1601	12.9095877	34.81959048
1602	12.90877366	34.81786776
1603	12.90570289	34.81416307
1604	12.90308422	34.80931346
1605	12.90205798	34.80756872
1606	12.90177855	34.80673434
1607	12.90033861	34.80269678
1608	12.89995875	34.80156364
1609	12.89776369	34.79714976
1610	12.89728805	34.79580716
1611	12.89590546	34.79259492
1612	12.89574085	34.79212903
1613	12.89519888	34.79072209
1614	12.8944944	34.78916358
1615	12.89400037	34.78786445
1616	12.89294924	34.78497192
1617	12.89228054	34.78367257
1618	12.89231535	34.78257107
1619	12.89065676	34.7785281
1620	12.89019485	34.77717019
1621	12.8888579	34.77501541
1622	12.88839429	34.77372837
1623	12.88826287	34.77293039
1624	12.88806206	34.77212806
1625	12.88759925	34.77083325
1626	12.88702704	34.76954219
1627	12.8862425	34.76812176
1628	12.88573981	34.76652292
1629	12.88564716	34.76613914
1630	12.88427053	34.76420369
1631	12.88347277	34.76188827
1632	12.88323619	34.76114271
1633	12.88281548	34.7599152
1634	12.88216463	34.75799385
1635	12.88092207	34.7561617
1636	12.88069188	34.75530183
1637	12.87886606	34.75011472
1638	12.87870064	34.74907891
1639	12.87825821	34.74713738
1640	12.87593061	34.74279203
1641	12.87571704	34.74210018
1642	12.87556015	34.74085912
1643	12.87535079	34.74004864
1644	12.87469032	34.7383459
1645	12.87451782	34.7373363
1646	12.87400863	34.73588439
1647	12.87417877	34.73444716
1648	12.87356037	34.73242607
1649	12.87301226	34.73117866
1650	12.86997993	34.72726876
1651	12.86981716	34.72630862
1652	12.86938042	34.72507585
1653	12.86893136	34.72419894
1654	12.86828149	34.72259094
1655	12.86798241	34.72175318
1656	12.86778837	34.72113324
1657	12.86747949	34.72011962
1658	12.8672602	34.71913103
1659	12.86715174	34.71857968
1660	12.86631483	34.71631425
1661	12.86589716	34.71502375
1662	12.86510596	34.71344133
1663	12.86502447	34.71267871
1664	12.86426786	34.71074432
1665	12.86339045	34.70901672
1666	12.86304982	34.70783566
1667	12.86284951	34.70705081
1668	12.86281116	34.70641872
1669	12.86258621	34.70534899
1670	12.8605843	34.7018856
1671	12.85943341	34.69915964
1672	12.85921941	34.69808022
1673	12.8568946	34.69424202
1674	12.85632164	34.69299233
1675	12.85614177	34.69212491
1676	12.85594471	34.6914374
1677	12.85477741	34.68973468
1678	12.85448978	34.68892821
1679	12.85417065	34.68825265
1680	12.85385913	34.68734996
1681	12.85365886	34.68680648
1682	12.85124761	34.68245178
1683	12.85074005	34.68107946
1684	12.85101717	34.67927802
1685	12.85115165	34.67826417
1686	12.85127141	34.67733682
1687	12.84838419	34.67386581
1688	12.8484001	34.67284611
1689	12.84555768	34.66813589
1690	12.84413272	34.66592565
1691	12.84328604	34.66311007
1692	12.84242384	34.66068351
1693	12.840199	34.65722902
1694	12.8399098	34.65629921
1695	12.83973586	34.65563352
1696	12.83924293	34.65418236
1697	12.83899096	34.6532031
1698	12.8384445	34.65065747
1699	12.8380026	34.64929586
1700	12.83795935	34.64841188
1701	12.83646715	34.64609861
1702	12.83586567	34.64499145
1703	12.8357272	34.64431594
1704	12.83502738	34.64192754
1705	12.83093093	34.63669213
1706	12.8304195	34.63529054
1707	12.82954476	34.63282567
1708	12.8288911	34.63037567
1709	12.82836573	34.62797775
1710	12.82768491	34.6260729
1711	12.82765514	34.62525244
1712	12.82498557	34.62144633
1713	12.82446956	34.62035797
1714	12.82145717	34.61507321
1715	12.82060943	34.61274237
1716	12.81859899	34.60866654
1717	12.8178541	34.6071235
1718	12.81618496	34.60433928
1719	12.81541984	34.60299758
1720	12.813801	34.59970503
1721	12.81275416	34.59689706
1722	12.8124416	34.59593654
1723	12.81233904	34.59516398
1724	12.8101212	34.59139634
1725	12.80961204	34.59008306
1726	12.80937079	34.5892672
1727	12.80915716	34.58874372
1728	12.80755692	34.58541622
1729	12.80655167	34.58274255
1730	12.80284415	34.57746719
1731	12.80224201	34.57663567
1732	12.80090194	34.57289874
1733	12.80061688	34.57215882
1734	12.79926991	34.56933248
1735	12.79863859	34.5682032
1736	12.79834853	34.56757999
1737	12.79470796	34.56243636
1738	12.79426354	34.56116366
1739	12.79281967	34.55801282
1740	12.79251001	34.55725083
1741	12.79169935	34.55563918
1742	12.78938355	34.55172191
1743	12.78887965	34.55058509
1744	12.78874199	34.54968021
1745	12.78613578	34.54490227
1746	12.78535508	34.54347657
1747	12.78363261	34.54060391
1748	12.7817031	34.53678049
1749	12.78151342	34.53590167
1750	12.77972349	34.53339164
1751	12.77744363	34.5294177
1752	12.77701564	34.52824119
1753	12.77528717	34.52602455
1754	12.77518116	34.52545166
1755	12.77430665	34.52363613
1756	12.7741844	34.52301265
1757	12.77388952	34.52210629
1758	12.77377233	34.52151526
1759	12.77136654	34.51709788
1760	12.77109404	34.51536842
1761	12.7692053	34.5117748
1762	12.76865337	34.50986724
1763	12.76846348	34.50938027
1764	12.76493392	34.50442383
1765	12.76359716	34.5021637
1766	12.76344942	34.50136738
1767	12.76066764	34.4960224
1768	12.76007264	34.49370227
1769	12.75984458	34.49274931
1770	12.75770481	34.48978535
1771	12.75722721	34.4890323
1772	12.75648302	34.48705939
1773	12.75475144	34.4848381
1774	12.75237851	34.48153395
1775	12.75171307	34.47973969
1776	12.75134684	34.47905443
1777	12.75067931	34.477421
1778	12.74889133	34.47379847
1779	12.74865623	34.47296825
1780	12.74765426	34.47023029
1781	12.74746421	34.46967106
1782	12.74735953	34.46910478
1783	12.74594389	34.46676682
1784	12.74569637	34.46630998
1785	12.74543667	34.46569449
1786	12.74490121	34.46419137
1787	12.74433423	34.46197118
1788	12.74413359	34.46114324
1789	12.7439494	34.46027758
1790	12.7435299	34.45887063
1791	12.74338639	34.45813998
1792	12.74240557	34.45555719
1793	12.74182429	34.45395985
1794	12.74021637	34.45189082
1795	12.73999729	34.45110823
1796	12.73948393	34.44976194
1797	12.73916547	34.4491033
1798	12.73901116	34.44846647
1799	12.7383531	34.44675277
1800	12.73782466	34.44463072
1801	12.73727301	34.44354013
1802	12.73705731	34.44267763
1803	12.73433384	34.43823117
1804	12.731924	34.43400678
1805	12.73163845	34.4332412
1806	12.73078161	34.43152884
1807	12.73074051	34.43063102
1808	12.73022205	34.42860094
1809	12.72952297	34.42621341
1810	12.72902656	34.4240812
1811	12.72887922	34.42336791
1812	12.72870308	34.42294031
1813	12.72772784	34.42038073
1814	12.72735235	34.41948886
1815	12.72373849	34.41417327
1816	12.72171887	34.41129526
1817	12.72124955	34.41042133
1818	12.71920496	34.40689037
1819	12.71853325	34.40471411
1820	12.71836693	34.40430918
1821	12.71826009	34.40361419
1822	12.71795752	34.40270942
1823	12.71633261	34.39900516
1824	12.71569429	34.39736625
1825	12.7149275	34.39476638
1826	12.71373294	34.39288974
1827	12.71353047	34.39229463
1828	12.7132309	34.39161001
1829	12.71296257	34.3909599
1830	12.71237608	34.38998111
1831	12.71206412	34.38916252
1832	12.71161849	34.38804966
1833	12.71054284	34.38612994
1834	12.7092384	34.38434679
1835	12.708594	34.38244509
1836	12.70830164	34.38112292
1837	12.70731355	34.37939262
1838	12.70546328	34.37709184
1839	12.70535857	34.37636898
1840	12.70447278	34.37520582
1841	12.70408852	34.37430766
1842	12.70342348	34.37205118
1843	12.70269659	34.37080427
1844	12.70250534	34.37003996
1845	12.70220748	34.36923808
1846	12.70098211	34.36644645
1847	12.69796405	34.36285917
1848	12.69741704	34.36104703
1849	12.69735555	34.36053632
1850	12.69680189	34.35928284
1851	12.69578481	34.35681637
1852	12.69515454	34.35533903
1853	12.69444524	34.35382845
1854	12.69442004	34.35332473
1855	12.69305299	34.35006822
1856	12.69216739	34.34774817
1857	12.68903884	34.3434011
1858	12.68772274	34.34124549
1859	12.68725601	34.34021295
1860	12.68661381	34.33868438
1861	12.68351651	34.33412539
1862	12.68208313	34.33000482
1863	12.68049427	34.32740734
1864	12.67835067	34.32388882
1865	12.67811797	34.32328523
1866	12.67594681	34.32061888
1867	12.67503806	34.31822686
1868	12.67482599	34.31763914
1869	12.67363811	34.31558539
1870	12.66850285	34.30611422
1871	12.6681421	34.30379236
1872	12.66716423	34.30205875
1873	12.66584696	34.29913585
1874	12.66471057	34.29719329
1875	12.66451366	34.29664187
1876	12.66150276	34.29123305
1877	12.65987014	34.28795089
1878	12.65951376	34.28707483
1879	12.65888795	34.28549409
1880	12.65704668	34.28283906
1881	12.65533936	34.28034045
1882	12.65414951	34.27909427
1883	12.65352886	34.27683187
1884	12.65311764	34.27607661
1885	12.65294579	34.27526561
1886	12.65250388	34.27411514
1887	12.65180843	34.27284246
1888	12.65138407	34.27176544
1889	12.65133343	34.27142458
1890	12.65010186	34.26939004
1891	12.64982905	34.268737
1892	12.64945314	34.26778797
1893	12.64858224	34.26548347
1894	12.64851459	34.26382457
1895	12.64833414	34.26321887
1896	12.64776838	34.26220709
1897	12.64749509	34.26111599
1898	12.64730017	34.26053056
1899	12.64577324	34.25846593
1900	12.64397845	34.2551596
1901	12.64216987	34.25252581
1902	12.64169414	34.25037226
1903	12.64077001	34.24915514
1904	12.63912856	34.24679297
1905	12.63803515	34.24495006
1906	12.63794659	34.24430917
1907	12.63776474	34.24359074
1908	12.63696445	34.2424034
1909	12.63685582	34.24176041
1910	12.63628921	34.24065356
1911	12.63506012	34.23784883
1912	12.63299905	34.23466724
1913	12.63272384	34.23412612
1914	12.63200671	34.23294598
1915	12.63148114	34.23112887
1916	12.63090017	34.22932776
1917	12.62938372	34.22687163
1918	12.62883639	34.22514414
1919	12.62742405	34.22279639
1920	12.62602231	34.21950964
1921	12.62578583	34.21898361
1922	12.62450012	34.21644208
1923	12.62372684	34.21443465
1924	12.62294516	34.21312976
1925	12.62224286	34.21125566
1926	12.62158284	34.21005815
1927	12.62141463	34.20950839
1928	12.62013367	34.20713857
1929	12.6198927	34.2059526
1930	12.61902603	34.2037002
1931	12.61712001	34.20039188
