iter	Passed	Remaining
588	19751	147916
589	19784	147878
590	19845	148052
591	19899	148171
592	19964	148369
593	20000	148351
594	20062	148533
595	20128	148733
596	20187	148889
597	20228	148906
598	20313	149245
599	20364	149343
600	20401	149330
601	20442	149342
602	20476	149311
603	20519	149346
604	20589	149568
605	20629	149581
606	20678	149654
607	20722	149689
608	20765	149723
609	20791	149633
610	20811	149494
611	20832	149367
612	20857	149266
613	20886	149196
614	20911	149097
615	20932	148976
616	20955	148860
617	20972	148710
618	20998	148618
619	21019	148493
620	21037	148348
621	21057	148212
622	21084	148130
623	21101	147983
624	21124	147869
625	21146	147755
626	21169	147647
627	21196	147562
628	21221	147470
629	21239	147326
630	21262	147222
631	21281	147087
632	21306	146994
633	21329	146883
634	21392	147054
635	21426	147023
636	21466	147027
637	21513	147085
638	21541	147012
639	21559	146870
640	21577	146732
641	21600	146628
642	21620	146502
643	21637	146357
644	21657	146233
645	21682	146140
646	21706	146044
647	21734	145967
648	21752	145831
649	21777	145741
650	21804	145664
651	21824	145542
652	21845	145425
653	21866	145309
654	21890	145213
655	21913	145106
656	21932	144979
657	21949	144839
658	21967	144705
659	21990	144602
660	22013	144504
661	22030	144361
662	22050	144242
663	22068	144109
664	22088	143990
665	22113	143906
666	22135	143800
667	22153	143668
668	22172	143543
669	22199	143469
670	22223	143379
671	22243	143257
672	22263	143143
673	22312	143213
674	22357	143253
675	22385	143186
676	22448	143348
677	22492	143381
678	22517	143298
679	22536	143175
680	22556	143054
681	22588	143017
682	22608	142902
683	22656	142963
684	22709	143054
685	22733	142964
686	22753	142848
687	22777	142759
688	22801	142668
689	22830	142605
690	22849	142489
691	22870	142380
692	22910	142391
693	22963	142482
694	23008	142517
695	23032	142433
696	23066	142402
697	23098	142363
698	23117	142246
699	23140	142147
700	23164	142057
701	23187	141968
702	23213	141887
703	23244	141845
704	23333	142153
705	23431	142513
706	23510	142760
707	23615	143160
708	23816	144140
709	23846	144089
710	23872	144009
711	23922	144075
712	23942	143959
713	23958	143818
714	23980	143715
715	24000	143601
716	24023	143505
717	24064	143513
718	24110	143553
719	24138	143491
720	24170	143446
721	24228	143558
722	24255	143487
723	24279	143394
724	24315	143379
725	24361	143417
726	24421	143542
727	24460	143535
728	24508	143585
729	24546	143581
730	24569	143484
731	24599	143428
732	24623	143341
733	24641	143215
734	24658	143089
735	24687	143028
736	24720	142989
737	24811	143289
738	24835	143198
739	24851	143064
740	24873	142963
741	24898	142879
742	24916	142758
743	24935	142639
744	24956	142535
745	24975	142420
746	24996	142315
747	25015	142198
748	25038	142105
749	25065	142036
750	25094	141976
751	25113	141862
752	25135	141764
753	25152	141641
754	25172	141531
755	25195	141440
756	25213	141319
757	25230	141200
758	25249	141083
759	25268	140973
760	25294	140897
761	25314	140791
762	25334	140686
763	25352	140564
764	25378	140491
765	25400	140398
766	25422	140302
767	25442	140196
768	25461	140089
769	25482	139989
770	25506	139903
771	25531	139829
772	25557	139755
773	25593	139741
774	25630	139727
775	25673	139747
776	25731	139851
777	25791	139965
778	25910	140398
779	25997	140650
780	26089	140936
781	26130	140942
782	26178	140989
783	26239	141104
784	26293	141180
785	26321	141116
786	26363	141127
787	26400	141114
788	26441	141122
789	26489	141163
790	26540	141223
791	26583	141243
792	26637	141314
793	26711	141495
794	26758	141534
795	26792	141503
796	26843	141561
797	26893	141609
798	26928	141585
799	26986	141679
800	27098	142057
801	27117	141946
802	27146	141884
803	27186	141882
804	27261	142064
805	27295	142030
806	27329	141996
807	27376	142032
808	27427	142085
809	27467	142082
810	27511	142101
811	27549	142089
812	27596	142123
813	27688	142386
814	27750	142495
815	27848	142793
816	27896	142830
817	27958	142935
818	28033	143110
819	28111	143299
820	28226	143674
821	28285	143769
822	28379	144037
823	28418	144022
824	28494	144201
825	28565	144347
826	28616	144395
827	28700	144610
828	28753	144671
829	28824	144816
830	28926	145121
831	29007	145318
832	29082	145482
833	29137	145546
834	29225	145779
835	29311	145994
836	29395	146205
837	29444	146240
838	29481	146212
839	29499	146090
840	29524	146007
841	29546	145905
842	29565	145791
843	29591	145711
844	29608	145590
845	29634	145511
846	29666	145458
847	29709	145464
848	29728	145352
849	29748	145241
850	29779	145189
851	29805	145108
852	29836	145057
853	29856	144948
854	29879	144855
855	29908	144792
856	29953	144803
857	29972	144694
858	29996	144603
859	30022	144525
860	30055	144484
861	30078	144392
862	30103	144310
863	30125	144211
864	30148	144120
865	30167	144011
866	30209	144009
867	30243	143971
868	30266	143877
869	30289	143787
870	30370	143971
871	30410	143960
872	30446	143932
873	30467	143831
874	30502	143798
875	30541	143782
876	30560	143671
877	30587	143600
878	30619	143553
879	30654	143516
880	30678	143432
881	30712	143395
882	30733	143296
883	30750	143177
884	30771	143076
885	30808	143052
886	30834	142980
887	30851	142859
888	30873	142769
889	30902	142707
890	30925	142617
891	30949	142534
892	30972	142445
893	30995	142356
894	31014	142251
895	31042	142185
896	31077	142152
897	31108	142100
898	31126	141992
899	31158	141945
900	31201	141947
901	31218	141833
902	31237	141729
903	31259	141634
904	31278	141532
905	31317	141516
906	31342	141439
907	31362	141339
908	31453	141557
909	31476	141469
910	31499	141386
911	31518	141281
912	31545	141213
913	31582	141186
914	31618	141159
915	31634	141044
916	31667	140999
917	31702	140970
918	31745	140972
919	31763	140865
920	31791	140799
921	31808	140686
922	31833	140613
923	31857	140530
924	31875	140422
925	31898	140339
926	31915	140228
927	31942	140162
928	31959	140049
929	31979	139951
930	31998	139849
931	32024	139779
932	32057	139738
933	32076	139638
934	32098	139550
935	32130	139505
936	32147	139396
937	32181	139360
938	32217	139336
939	32243	139263
940	32261	139161
941	32281	139063
942	32309	139004
943	32344	138971
944	32380	138943
945	32404	138865
946	32446	138867
947	32480	138831
948	32552	138955
949	32574	138870
950	32592	138766
951	32620	138705
952	32661	138701
953	32695	138663
954	32723	138603
955	32745	138515
956	32766	138427
957	32795	138371
958	32817	138284
959	32842	138210
960	32864	138124
961	32881	138021
962	32913	137977
963	32960	137997
964	32978	137893
965	32996	137793
966	33017	137704
967	33053	137676
968	33096	137679
969	33135	137666
970	33169	137630
971	33223	137680
972	33291	137783
973	33316	137712
974	33335	137616
975	33359	137539
976	33380	137452
977	33398	137350
978	33422	137273
979	33441	137180
980	33464	137097
981	33484	137004
982	33505	136918
983	33530	136847
984	33854	137995
985	33933	138144
986	33956	138061
987	33987	138012
988	34022	137981
989	34046	137906
990	34070	137830
991	34091	137740
992	34109	137641
993	34129	137549
994	34151	137463
995	34185	137426
996	34201	137322
997	34224	137240
998	34252	137181
999	34280	137120
1000	34304	137047
1001	34323	136949
1002	34346	136870
1003	34374	136811
1004	34392	136713
1005	34411	136619
1006	34432	136533
